brand_model,city,model,mileage_in_km,engine_in_cc,Transmission,price_in_lacs,brand_model_age,price_type,mileage_category,engine_mileage_interaction
Suzuki Bolan,Sargodha,2018,45000,800.0,Manual,13.8,6,Budget,Low,36000000.0
Honda Civic,Rawalpindi,2015,97550,1800.0,Automatic,43.0,9,Premium,Low,175590000.0
Suzuki Alto,Karachi,2010,1,1000.0,Manual,9.7,14,Budget,Low,1000.0
Suzuki Swift,Lahore,2012,100000,1300.0,Manual,19.7,12,Budget,Low,130000000.0
Daihatsu Hijet,Islamabad,2012,100000,660.0,Automatic,14.5,12,Budget,Low,66000000.0
Daihatsu Hijet,Islamabad,2012,100000,660.0,Automatic,14.5,12,Budget,Low,66000000.0
Toyota Aqua,Lahore,2013,91148,1500.0,Automatic,35.0,11,Mid Range,Low,136722000.0
Honda Civic,Islamabad,2012,100000,1800.0,Automatic,32.5,12,Mid Range,Low,180000000.0
Toyota Corolla,Rawalpindi,2015,94000,1300.0,Automatic,37.5,9,Mid Range,Low,122200000.0
Toyota Yaris,Lahore,2021,36000,1000.0,Automatic,45.0,3,Premium,Low,36000000.0
Suzuki Cultus,Hyderabad,2020,98000,1000.0,Manual,28.2,4,Mid Range,Low,98000000.0
Suzuki Mehran,Rawalpindi,2015,65000,796.0,Manual,12.5,9,Budget,Low,51740000.0
Suzuki Liana,Lahore,2006,100000,1300.0,Manual,10.7,18,Budget,Low,130000000.0
Honda Civic,Attock,2010,130000,1800.0,Manual,23.5,14,Mid Range,Medium,234000000.0
Honda Vezel,Islamabad,2015,96000,1500.0,Automatic,55.0,9,Premium,Low,144000000.0
Toyota C-HR,Lahore,2019,46000,1800.0,Automatic,84.5,5,Luxury,Low,82800000.0
Toyota Aqua,Karachi,2012,190000,1500.0,Automatic,34.2,12,Mid Range,Medium,285000000.0
Honda Grace,Kasur,2016,84000,1500.0,Automatic,60.0,8,Premium,Low,126000000.0
Honda City,Rawalpindi,2019,82000,1300.0,Manual,37.2,5,Mid Range,Low,106600000.0
Honda Civic,Sargodha,2013,150000,1800.0,Automatic,31.0,11,Mid Range,Medium,270000000.0
Daihatsu Mira,Abbottabad,2020,65000,660.0,Automatic,32.2,4,Mid Range,Low,42900000.0
Suzuki Cultus,Karachi,2022,47000,1000.0,Manual,31.5,2,Mid Range,Low,47000000.0
Honda CR-Z,Lahore,2010,87000,1500.0,Automatic,31.0,14,Mid Range,Low,130500000.0
Daihatsu Mira,Gujranwala,2015,85000,660.0,Automatic,22.8,9,Mid Range,Low,56100000.0
Daihatsu Boon,Karachi,2018,150000,996.0,Automatic,35.0,6,Mid Range,Medium,149400000.0
MG HS,Lahore,2021,47500,1500.0,Automatic,66.0,3,Luxury,Low,71250000.0
Mercedes Benz,Lahore,2007,129000,1800.0,Automatic,49.5,17,Premium,Medium,232200000.0
Suzuki Cultus,Lahore,2008,75000,1000.0,Manual,11.3,16,Budget,Low,75000000.0
Toyota Corolla,Karachi,2015,112000,1600.0,Automatic,34.9,9,Mid Range,Medium,179200000.0
Toyota Corolla,Karachi,2016,67500,1800.0,Automatic,39.0,8,Mid Range,Low,121500000.0
Honda Civic,Lahore,2019,111000,1800.0,Automatic,55.5,5,Premium,Medium,199800000.0
Toyota Corolla,Sargodha,2017,96000,1300.0,Manual,35.4,7,Mid Range,Low,124800000.0
Honda Vezel,Islamabad,2018,62000,1500.0,Automatic,78.8,6,Luxury,Low,93000000.0
Suzuki Alto,Karachi,2022,20000,660.0,Automatic,28.8,2,Mid Range,Low,13200000.0
Suzuki Swift,Lahore,2013,169083,1300.0,Manual,17.5,11,Budget,Medium,219807900.0
Honda Civic,Lahore,2006,120000,1300.0,Automatic,26.4,18,Mid Range,Medium,156000000.0
Honda City,Jhang,2006,167129,1300.0,Automatic,19.0,18,Budget,Medium,217267700.0
Toyota Corolla,Mardan,2000,28000,1300.0,Manual,12.0,24,Budget,Low,36400000.0
Daihatsu Cuore,Faisalabad,2009,150000,800.0,Manual,10.8,15,Budget,Medium,120000000.0
Honda City,Sialkot,2004,230000,1300.0,Manual,15.3,20,Budget,High,299000000.0
Hyundai Excel,Rawalpindi,1993,170000,1300.0,Manual,5.8,31,Budget,Medium,221000000.0
Honda Spike,Peshawar,2012,145000,1500.0,Automatic,30.5,12,Mid Range,Medium,217500000.0
Toyota Corolla,Karachi,2011,175000,1300.0,Manual,24.5,13,Mid Range,Medium,227500000.0
Suzuki Mehran,Gujar Khan,2016,90000,800.0,Manual,12.9,8,Budget,Low,72000000.0
Toyota Corolla,Islamabad,2022,27000,1598.0,Automatic,56.8,2,Premium,Low,43146000.0
Daihatsu Hijet,Islamabad,2007,100000,660.0,Automatic,12.5,17,Budget,Low,66000000.0
Toyota Vitz,Karachi,2019,80000,1300.0,Automatic,42.5,5,Premium,Low,104000000.0
Toyota Aqua,Peshawar,2013,132700,1500.0,Automatic,40.5,11,Premium,Medium,199050000.0
Suzuki Every,Peshawar,2012,120000,660.0,Automatic,18.2,12,Budget,Medium,79200000.0
Toyota Yaris,Rawalpindi,2020,98000,1000.0,Automatic,45.0,4,Premium,Low,98000000.0
Honda Civic,Gujrat,2013,172000,1800.0,Automatic,35.0,11,Mid Range,Medium,309600000.0
Toyota Corolla,Karachi,2015,82000,1300.0,Automatic,35.5,9,Mid Range,Low,106600000.0
Toyota Corolla,Peshawar,2016,82000,1300.0,Manual,34.8,8,Mid Range,Low,106600000.0
Daihatsu Mira,Karachi,1998,10000,660.0,Manual,13.0,26,Budget,Low,6600000.0
Suzuki Alto,Peshawar,2001,200000,1000.0,Manual,7.0,23,Budget,Medium,200000000.0
Suzuki Wagon,Burewala,2018,66000,1000.0,Manual,23.5,6,Mid Range,Low,66000000.0
Toyota Corolla,Karachi,2016,70000,1600.0,Automatic,38.0,8,Mid Range,Low,112000000.0
Suzuki Wagon,Mardan,2022,19000,1000.0,Automatic,32.5,2,Mid Range,Low,19000000.0
Honda Civic,Rawalpindi,2020,47500,1800.0,Automatic,59.2,4,Premium,Low,85500000.0
Honda City,Lahore,2015,165000,1300.0,Manual,24.8,9,Mid Range,Medium,214500000.0
Suzuki Mehran,Rawalpindi,2016,65000,796.0,Manual,13.6,8,Budget,Low,51740000.0
Honda City,Lahore,2011,12345,1300.0,Manual,23.2,13,Mid Range,Low,16048500.0
Hyundai Tucson,Faisalabad,2022,72773,2000.0,Automatic,74.0,2,Luxury,Low,145546000.0
Suzuki Alto,Lahore,2022,70000,660.0,Manual,22.3,2,Mid Range,Low,46200000.0
Toyota Corolla,Mandi bahauddin,2019,50000,1300.0,Automatic,39.4,5,Mid Range,Low,65000000.0
Toyota Prius,Islamabad,2018,105000,1800.0,Automatic,76.5,6,Luxury,Medium,189000000.0
Honda City,Chichawatni,2016,80227,1300.0,Manual,30.0,8,Mid Range,Low,104295100.0
Honda Civic,Lahore,2023,4000,1500.0,Automatic,85.0,1,Luxury,Low,6000000.0
Suzuki Alto,Islamabad,2014,86000,660.0,Automatic,22.8,10,Mid Range,Low,56760000.0
Suzuki Mehran,Lahore,2007,58000,800.0,Manual,7.4,17,Budget,Low,46400000.0
Suzuki Mehran,Abbottabad,2017,78354,800.0,Manual,13.5,7,Budget,Low,62683200.0
Suzuki Cultus,Islamabad,2019,87000,1000.0,Automatic,33.5,5,Mid Range,Low,87000000.0
Suzuki Mehran,Lahore,2013,44380,800.0,Manual,9.3,11,Budget,Low,35504000.0
Suzuki Cultus,Rawalpindi,2012,79000,1000.0,Manual,15.5,12,Budget,Low,79000000.0
Audi A3,Karachi,2015,48179,1800.0,Automatic,70.0,9,Luxury,Low,86722200.0
Prince Pearl,Karachi,2022,11500,800.0,Manual,13.8,2,Budget,Low,9200000.0
Suzuki Cultus,Lahore,2008,83000,1000.0,Manual,11.6,16,Budget,Low,83000000.0
Suzuki Bolan,Mirpur A.K.,2019,27500,800.0,Manual,18.2,5,Budget,Low,22000000.0
Toyota Corolla,Islamabad,2017,108000,1600.0,Automatic,41.0,7,Premium,Medium,172800000.0
Suzuki Hustler,Lahore,2019,50000,660.0,Automatic,33.0,5,Mid Range,Low,33000000.0
Suzuki Mehran,Attock,2015,54000,800.0,Manual,12.5,9,Budget,Low,43200000.0
Suzuki Cultus,Faisalabad,2008,99000,1000.0,Manual,11.0,16,Budget,Low,99000000.0
Toyota Corolla,Kohat,2014,175000,1300.0,Manual,34.6,10,Mid Range,Medium,227500000.0
Toyota Vitz,Swabi,2007,135000,1000.0,Automatic,21.3,17,Mid Range,Medium,135000000.0
Daihatsu Mira,Karachi,2014,137000,660.0,Automatic,23.7,10,Mid Range,Medium,90420000.0
Honda City,Abbottabad,2018,160000,1500.0,Manual,37.0,6,Mid Range,Medium,240000000.0
Honda N,Daska,2022,10500,658.0,Automatic,37.0,2,Mid Range,Low,6909000.0
Toyota Corolla,Karachi,2019,98000,1300.0,Automatic,42.0,5,Premium,Low,127400000.0
Honda Civic,Lahore,2020,82646,1800.0,Automatic,61.2,4,Luxury,Low,148762800.0
Honda Civic,Rawalpindi,1995,113000,1500.0,Manual,9.2,29,Budget,Medium,169500000.0
Toyota Corolla,Islamabad,2015,135000,1600.0,Automatic,46.0,9,Premium,Medium,216000000.0
Honda City,Karachi,2018,76000,1300.0,Automatic,33.8,6,Mid Range,Low,98800000.0
Suzuki Cultus,Rawalpindi,2013,1111,1000.0,Manual,14.6,11,Budget,Low,1111000.0
Daihatsu Cuore,Karachi,2005,100000,1000.0,Automatic,7.8,19,Budget,Low,100000000.0
Toyota Corolla,Gujranwala,2018,74000,1800.0,Automatic,51.8,6,Premium,Low,133200000.0
Suzuki Alto,Islamabad,2022,29800,660.0,Manual,25.5,2,Mid Range,Low,19668000.0
Honda City,Karachi,2019,42000,1300.0,Automatic,39.0,5,Mid Range,Low,54600000.0
Toyota Corolla,Lahore,2006,83000,1800.0,Automatic,34.2,18,Mid Range,Low,149400000.0
Honda City,Karachi,2018,72000,1300.0,Manual,31.0,6,Mid Range,Low,93600000.0
Honda Civic,Islamabad,2021,44000,1800.0,Automatic,59.0,3,Premium,Low,79200000.0
Honda Civic,Lahore,2017,87000,1800.0,Automatic,48.9,7,Premium,Low,156600000.0
Suzuki Cultus,Larkana,2021,52,1000.0,Manual,35.0,3,Mid Range,Low,52000.0
Suzuki Every,Karachi,2014,103000,660.0,Automatic,17.7,10,Budget,Medium,67980000.0
Changan Oshan,Chishtian,2023,40000,1500.0,Automatic,84.0,1,Luxury,Low,60000000.0
Toyota Aqua,Karachi,2018,92000,1500.0,Automatic,53.5,6,Premium,Low,138000000.0
Toyota Corolla,Multan,2016,70000,1300.0,Manual,40.0,8,Mid Range,Low,91000000.0
Suzuki Cultus,Lahore,2015,80000,1000.0,Manual,16.0,9,Budget,Low,80000000.0
MG HS,Gujrat,2021,18000,1490.0,Automatic,69.8,3,Luxury,Low,26820000.0
Suzuki Mehran,Rawalpindi,2009,15000,800.0,Manual,9.0,15,Budget,Low,12000000.0
Suzuki Ravi,Islamabad,2019,1,800.0,Manual,13.5,5,Budget,Low,800.0
Honda City,Karachi,2019,59000,1300.0,Manual,32.0,5,Mid Range,Low,76700000.0
Honda City,Karachi,2017,75000,1300.0,Automatic,31.5,7,Mid Range,Low,97500000.0
Daihatsu Cuore,Faisalabad,2001,50000,800.0,Manual,5.4,23,Budget,Low,40000000.0
Honda City,Rawalpindi,2011,138500,1300.0,Manual,26.5,13,Mid Range,Medium,180050000.0
Suzuki Bolan,Rawalpindi,2021,60000,800.0,Manual,18.8,3,Budget,Low,48000000.0
Suzuki Wagon,Islamabad,2021,33950,660.0,Automatic,36.3,3,Mid Range,Low,22407000.0
Suzuki Mehran,Faisalabad,2007,39000,800.0,Manual,6.5,17,Budget,Low,31200000.0
Honda City,Lahore,2019,79000,1300.0,Manual,38.0,5,Mid Range,Low,102700000.0
Toyota Corolla,Abbottabad,2014,152000,1600.0,Automatic,31.0,10,Mid Range,Medium,243200000.0
Suzuki Cultus,Haroonabad,2017,137000,1000.0,Manual,21.5,7,Mid Range,Medium,137000000.0
Toyota Passo,Faisalabad,2021,10500,1000.0,Automatic,47.0,3,Premium,Low,10500000.0
Toyota Vitz,Lahore,2009,157465,1000.0,Automatic,21.8,15,Mid Range,Medium,157465000.0
Suzuki Swift,Lahore,2020,67336,1300.0,Manual,27.8,4,Mid Range,Low,87536800.0
Nissan Roox,Karachi,2021,6500,660.0,Automatic,34.0,3,Mid Range,Low,4290000.0
Toyota Corolla,Lahore,2016,154500,1300.0,Automatic,36.2,8,Mid Range,Medium,200850000.0
Suzuki Wagon,Haripur,2022,33000,1000.0,Manual,29.2,2,Mid Range,Low,33000000.0
Toyota Corolla,Chakwal,2009,235625,1300.0,Manual,21.8,15,Mid Range,High,306312500.0
Changan Oshan,Rawalpindi,2022,9500,1500.0,Automatic,76.0,2,Luxury,Low,14250000.0
Toyota Corolla,Kot addu,2015,140000,1300.0,Manual,32.0,9,Mid Range,Medium,182000000.0
Nissan Roox,Lahore,2022,16400,660.0,Automatic,35.0,2,Mid Range,Low,10824000.0
Changan Oshan,Sialkot,2024,5600,1500.0,Automatic,82.0,0,Luxury,Low,8400000.0
Suzuki Every,Sara-E-Alamgir,2013,190000,660.0,Manual,15.0,11,Budget,Medium,125400000.0
Toyota Corolla,Quetta,2018,52000,1800.0,Automatic,50.0,6,Premium,Low,93600000.0
Suzuki Wagon,Sialkot,2022,27000,1000.0,Manual,29.0,2,Mid Range,Low,27000000.0
Suzuki Alto,Lahore,2022,22000,660.0,Manual,26.2,2,Mid Range,Low,14520000.0
Toyota Corolla,Kharian,2013,10000,1800.0,Automatic,38.0,11,Mid Range,Low,18000000.0
Suzuki Alto,Lahore,2022,22000,660.0,Manual,26.2,2,Mid Range,Low,14520000.0
Toyota Corolla,Kharian,2013,10000,1800.0,Automatic,38.0,11,Mid Range,Low,18000000.0
Daihatsu Mira,Islamabad,2017,84500,660.0,Automatic,27.9,7,Mid Range,Low,55770000.0
Suzuki Swift,Karachi,2017,95000,1300.0,Manual,21.8,7,Mid Range,Low,123500000.0
Suzuki Jimny,Islamabad,1991,17911,660.0,Manual,15.5,33,Budget,Low,11821260.0
Suzuki Mehran,Islamabad,2015,46000,800.0,Manual,14.7,9,Budget,Low,36800000.0
Honda Civic,Nawabshah,2009,211000,1800.0,Automatic,22.0,15,Mid Range,High,379800000.0
Honda Vezel,Lahore,2017,56000,1500.0,Automatic,69.2,7,Luxury,Low,84000000.0
Suzuki Mehran,Rawalpindi,2009,60000,800.0,Manual,7.0,15,Budget,Low,48000000.0
Toyota Passo,Islamabad,2008,160000,1000.0,Automatic,21.5,16,Mid Range,Medium,160000000.0
Toyota Corolla,Karachi,2017,73500,1600.0,Automatic,42.3,7,Premium,Low,117600000.0
Toyota Aqua,Peshawar,2016,150000,1500.0,Automatic,45.0,8,Premium,Medium,225000000.0
Toyota Prius,Karachi,2011,125000,1800.0,Automatic,40.0,13,Mid Range,Medium,225000000.0
Suzuki Mehran,Rawalpindi,2009,60000,800.0,Manual,7.0,15,Budget,Low,48000000.0
Suzuki Bolan,Lahore,2011,85000,800.0,Manual,6.8,13,Budget,Low,68000000.0
Toyota Prius,Gujranwala,2012,160000,1800.0,Automatic,41.5,12,Premium,Medium,288000000.0
Toyota Corolla,Islamabad,2018,94000,1800.0,Automatic,50.0,6,Premium,Low,169200000.0
Toyota Passo,Karachi,2016,130000,1000.0,Automatic,31.0,8,Mid Range,Medium,130000000.0
Daihatsu Cuore,Rawalpindi,2007,164000,800.0,Automatic,8.8,17,Budget,Medium,131200000.0
Toyota Corolla,Sargodha,1993,145000,1500.0,Automatic,13.5,31,Budget,Medium,217500000.0
Toyota Corolla,Karachi,2019,75000,1800.0,Automatic,59.0,5,Premium,Low,135000000.0
Haval Jolion,Rawalpindi,2023,6000,1500.0,Automatic,82.5,1,Luxury,Low,9000000.0
KIA Sportage,Islamabad,2021,94500,2000.0,Automatic,66.5,3,Luxury,Low,189000000.0
Chery Tiggo,Karachi,2022,56058,1600.0,Automatic,75.0,2,Luxury,Low,89692800.0
Honda Accord,Karachi,2001,100000,1800.0,Automatic,16.0,23,Budget,Low,180000000.0
Toyota Vitz,Lahore,2008,140000,1000.0,Automatic,21.0,16,Mid Range,Medium,140000000.0
Suzuki Bolan,Jhelum,2018,10765,800.0,Manual,16.9,6,Budget,Low,8612000.0
Suzuki Wagon,Islamabad,2022,29000,1000.0,Manual,26.5,2,Mid Range,Low,29000000.0
Toyota Passo,Islamabad,2010,90000,1000.0,Automatic,24.0,14,Mid Range,Low,90000000.0
Toyota Yaris,Rawalpindi,2024,55,1500.0,Automatic,59.3,0,Premium,Low,82500.0
Suzuki Mehran,Islamabad,2012,88000,800.0,Manual,7.3,12,Budget,Low,70400000.0
Suzuki Bolan,Lahore,2007,16000,800.0,Manual,7.0,17,Budget,Low,12800000.0
Suzuki Cultus,Hyderabad,2016,65,1000.0,Manual,16.2,8,Budget,Low,65000.0
Suzuki Every,Rawalpindi,2000,88000,660.0,Manual,8.7,24,Budget,Low,58080000.0
Toyota Corolla,Peshawar,2015,120000,1600.0,Automatic,40.7,9,Premium,Medium,192000000.0
Honda City,Rawalpindi,2020,93000,1500.0,Automatic,41.2,4,Premium,Low,139500000.0
Honda Civic,Karachi,2021,36200,1800.0,Automatic,62.0,3,Luxury,Low,65160000.0
Honda City,Rawalpindi,2019,105000,1300.0,Manual,36.0,5,Mid Range,Medium,136500000.0
Suzuki Wagon,Daska,2017,110000,1000.0,Manual,23.0,7,Mid Range,Medium,110000000.0
Suzuki Ravi,Islamabad,2022,63000,800.0,Manual,17.0,2,Budget,Low,50400000.0
Suzuki Mehran,Rajanpur,2016,100000,800.0,Manual,11.5,8,Budget,Low,80000000.0
Honda Vezel,Rawalpindi,2019,37804,1500.0,Automatic,78.0,5,Luxury,Low,56706000.0
Honda Vezel,Rawalpindi,2019,37804,1500.0,Automatic,78.0,5,Luxury,Low,56706000.0
Nissan Note,Lahore,2018,67000,1200.0,Automatic,42.9,6,Premium,Low,80400000.0
Honda Civic,Islamabad,2016,125000,1800.0,Automatic,44.5,8,Premium,Medium,225000000.0
Honda Jade,Lahore,2017,113000,1500.0,Automatic,58.5,7,Premium,Medium,169500000.0
Honda Civic,Islamabad,2006,150000,1600.0,Manual,19.8,18,Budget,Medium,240000000.0
Honda City,Faisalabad,2012,156000,1300.0,Manual,26.5,12,Mid Range,Medium,202800000.0
Honda City,Lahore,2018,139000,1300.0,Manual,34.0,6,Mid Range,Medium,180700000.0
Hyundai Elantra,Multan,2023,28814,2000.0,Automatic,65.0,1,Luxury,Low,57628000.0
Honda City,Toba Tek Singh,2009,125000,1300.0,Automatic,22.0,15,Mid Range,Medium,162500000.0
Toyota Aqua,Kot addu,2014,125000,1500.0,Automatic,38.5,10,Mid Range,Medium,187500000.0
Suzuki Hustler,Karachi,2019,28000,660.0,Automatic,37.0,5,Mid Range,Low,18480000.0
Toyota Corolla,Lahore,2018,100000,1600.0,Automatic,48.0,6,Premium,Low,160000000.0
Honda City,Rawalpindi,2012,94000,1300.0,Manual,27.5,12,Mid Range,Low,122200000.0
Honda City,Lahore,2015,105000,1300.0,Automatic,33.8,9,Mid Range,Medium,136500000.0
Nissan Roox,Lahore,2020,15000,660.0,Automatic,40.0,4,Mid Range,Low,9900000.0
Honda City,Jhang,2008,205000,1300.0,Manual,18.0,16,Budget,High,266500000.0
Honda HR-V,Faisalabad,2024,5500,1500.0,Automatic,72.0,0,Luxury,Low,8250000.0
Toyota Vitz,Karachi,2015,93000,1000.0,Automatic,29.8,9,Mid Range,Low,93000000.0
Honda Civic,Lahore,2001,120000,1500.0,Manual,10.8,23,Budget,Medium,180000000.0
Toyota Corolla,Lahore,2013,197000,1300.0,Manual,27.5,11,Mid Range,Medium,256100000.0
Suzuki Alto,Karachi,2021,73000,660.0,Manual,21.9,3,Mid Range,Low,48180000.0
Suzuki Alto,Lahore,2007,158000,1000.0,Manual,12.0,17,Budget,Medium,158000000.0
Daihatsu Cast,Karachi,2021,11000,660.0,Automatic,41.0,3,Premium,Low,7260000.0
Toyota Yaris,Karachi,2021,28000,1000.0,Automatic,49.5,3,Premium,Low,28000000.0
Daihatsu Cast,Karachi,2021,17000,660.0,Automatic,41.0,3,Premium,Low,11220000.0
Changan Karvaan,Lahore,2021,48000,1000.0,Manual,22.0,3,Mid Range,Low,48000000.0
Suzuki Ravi,Islamabad,2016,20000,800.0,Manual,10.0,8,Budget,Low,16000000.0
Suzuki Bolan,Karachi,2008,30000,800.0,Manual,7.0,16,Budget,Low,24000000.0
Daihatsu Cast,Gujranwala,2021,19000,660.0,Automatic,40.0,3,Mid Range,Low,12540000.0
Suzuki Bolan,Lahore,2012,68000,800.0,Manual,12.5,12,Budget,Low,54400000.0
Suzuki Wagon,Lahore,2019,80000,1000.0,Manual,24.0,5,Mid Range,Low,80000000.0
Daihatsu Cast,Gujranwala,2021,8000,660.0,Automatic,38.0,3,Mid Range,Low,5280000.0
Honda Vezel,Islamabad,2016,190000,1500.0,Automatic,65.0,8,Luxury,Medium,285000000.0
Suzuki Every,Lahore,2018,68986,660.0,Automatic,32.0,6,Mid Range,Low,45530760.0
Honda City,Karachi,2015,109000,1300.0,Automatic,29.8,9,Mid Range,Medium,141700000.0
Suzuki Cultus,Islamabad,2003,100000,1000.0,Manual,10.2,21,Budget,Low,100000000.0
Honda City,Lahore,2018,84000,1300.0,Automatic,36.5,6,Mid Range,Low,109200000.0
Suzuki Swift,Karachi,2012,180000,1300.0,Manual,20.0,12,Budget,Medium,234000000.0
KIA Sportage,Gujranwala,2020,43000,2000.0,Automatic,65.0,4,Luxury,Low,86000000.0
Toyota Passo,Islamabad,2016,111000,1000.0,Automatic,34.0,8,Mid Range,Medium,111000000.0
Toyota Passo,Karachi,2014,89000,1000.0,Automatic,24.8,10,Mid Range,Low,89000000.0
Toyota Vitz,Peshawar,2010,153000,1000.0,Automatic,21.7,14,Mid Range,Medium,153000000.0
Toyota Vitz,Peshawar,2010,153000,1000.0,Automatic,21.7,14,Mid Range,Medium,153000000.0
Suzuki Mehran,Mian Wali,2018,96000,800.0,Manual,14.5,6,Budget,Low,76800000.0
Honda City,Islamabad,2021,70000,1300.0,Manual,39.2,3,Mid Range,Low,91000000.0
Toyota Corolla,Karachi,2006,214166,2000.0,Manual,18.0,18,Budget,High,428332000.0
Honda City,Multan,2020,60000,1300.0,Manual,38.0,4,Mid Range,Low,78000000.0
Toyota Vitz,Peshawar,2007,123,1300.0,Automatic,24.0,17,Mid Range,Low,159900.0
Suzuki Alto,Lahore,2022,12000,660.0,Automatic,37.8,2,Mid Range,Low,7920000.0
Honda Civic,Sialkot,2002,10000,1500.0,Manual,14.0,22,Budget,Low,15000000.0
Mitsubishi Ek,Lahore,2022,35283,660.0,Automatic,34.5,2,Mid Range,Low,23286780.0
Toyota Corolla,Gujranwala,2017,118000,1300.0,Automatic,36.5,7,Mid Range,Medium,153400000.0
Toyota Corolla,Islamabad,2007,135000,1500.0,Automatic,32.5,17,Mid Range,Medium,202500000.0
KIA Picanto,Lahore,2022,34250,1000.0,Manual,29.0,2,Mid Range,Low,34250000.0
Honda Civic,Rawalpindi,2007,150000,1800.0,Automatic,19.7,17,Budget,Medium,270000000.0
Suzuki Mehran,Lahore,2007,35000,800.0,Manual,6.5,17,Budget,Low,28000000.0
Suzuki Alto,Peshawar,2004,10000,1000.0,Manual,7.7,20,Budget,Low,10000000.0
Honda City,Lahore,2004,178000,1300.0,Manual,14.2,20,Budget,Medium,231400000.0
Toyota Aqua,Faisalabad,2013,115000,1500.0,Automatic,36.0,11,Mid Range,Medium,172500000.0
Toyota Raize,Lahore,2020,16000,1000.0,Automatic,64.0,4,Luxury,Low,16000000.0
Suzuki Alto,Karachi,2019,66000,660.0,Manual,21.9,5,Mid Range,Low,43560000.0
Suzuki Cultus,Lahore,2000,52530,1000.0,Manual,8.0,24,Budget,Low,52530000.0
Toyota Corolla,Karachi,2011,120000,1300.0,Manual,23.5,13,Mid Range,Medium,156000000.0
Toyota Corolla,Faisalabad,2013,185000,1600.0,Automatic,37.5,11,Mid Range,Medium,296000000.0
Nissan Roox,Islamabad,2012,60000,658.0,Automatic,17.8,12,Budget,Low,39480000.0
Suzuki Bolan,Islamabad,2021,16000,800.0,Manual,19.5,3,Budget,Low,12800000.0
KIA Sportage,Kamoke,2021,35200,2000.0,Automatic,72.5,3,Luxury,Low,70400000.0
Honda City,Rawalpindi,2017,123300,1300.0,Manual,33.0,7,Mid Range,Medium,160290000.0
Toyota Corolla,Bahawalpur,2010,160000,1300.0,Manual,21.5,14,Mid Range,Medium,208000000.0
Suzuki Mehran,Rawalpindi,2019,16256,796.0,Manual,14.3,5,Budget,Low,12939776.0
Suzuki Cultus,Karachi,2019,93000,1000.0,Manual,27.5,5,Mid Range,Low,93000000.0
Honda Civic,Lahore,2013,128000,1800.0,Manual,32.0,11,Mid Range,Medium,230400000.0
Suzuki Every,Pasrur,2018,128888,660.0,Automatic,17.7,6,Budget,Medium,85066080.0
Changan Oshan,Lahore,2024,1000,1500.0,Automatic,83.0,0,Luxury,Low,1500000.0
Toyota C-HR,Karachi,2018,102500,1800.0,Automatic,76.0,6,Luxury,Medium,184500000.0
Toyota Corolla,Islamabad,2017,110000,1800.0,Automatic,47.2,7,Premium,Medium,198000000.0
Suzuki Alto,Lahore,2020,97000,660.0,Manual,22.8,4,Mid Range,Low,64020000.0
Honda City,Lahore,2015,121000,1300.0,Manual,27.3,9,Mid Range,Medium,157300000.0
Suzuki Cultus,Lahore,2009,56000,1000.0,Manual,10.5,15,Budget,Low,56000000.0
Honda N,Lahore,2024,1000,660.0,Automatic,35.8,0,Mid Range,Low,660000.0
Toyota Raize,Lahore,2020,95000,1000.0,Automatic,59.0,4,Premium,Low,95000000.0
Honda City,Islamabad,2014,118000,1500.0,Manual,31.0,10,Mid Range,Medium,177000000.0
Suzuki Mehran,Islamabad,2011,4410,800.0,Manual,8.8,13,Budget,Low,3528000.0
KIA Sportage,Lahore,2021,55000,2000.0,Automatic,73.1,3,Luxury,Low,110000000.0
Honda Civic,Daharki,2011,59000,1800.0,Manual,25.5,13,Mid Range,Low,106200000.0
Suzuki Swift,Lahore,2013,11500,1300.0,Manual,29.5,11,Mid Range,Low,14950000.0
Toyota Corolla,Rawalpindi,2010,123500,1300.0,Manual,26.0,14,Mid Range,Medium,160550000.0
Suzuki Alto,Jhelum,2006,128000,660.0,Automatic,16.5,18,Budget,Medium,84480000.0
Honda City,Peshawar,2012,160,1300.0,Manual,26.5,12,Mid Range,Low,208000.0
Honda City,Faisalabad,2007,208000,1300.0,Manual,16.0,17,Budget,High,270400000.0
FAW X-PV,Lahore,2021,53000,1000.0,Manual,15.8,3,Budget,Low,53000000.0
KIA Sportage,Lahore,2020,140000,2000.0,Automatic,62.0,4,Luxury,Medium,280000000.0
Toyota Corolla,Islamabad,1999,170000,1800.0,Automatic,22.8,25,Mid Range,Medium,306000000.0
Suzuki Cultus,Wah cantt,2016,123,1000.0,Manual,14.9,8,Budget,Low,123000.0
Toyota Corolla,Lahore,2010,126000,1300.0,Manual,26.5,14,Mid Range,Medium,163800000.0
Toyota Corolla,Islamabad,2016,140,1300.0,Manual,33.5,8,Mid Range,Low,182000.0
Suzuki Alto,Karachi,2019,25800,660.0,Automatic,26.5,5,Mid Range,Low,17028000.0
Toyota Passo,Islamabad,2012,139300,1000.0,Automatic,26.5,12,Mid Range,Medium,139300000.0
Honda BR-V,Karachi,2021,20000,1500.0,Automatic,48.0,3,Premium,Low,30000000.0
Honda City,Haripur,2006,190000,1300.0,Automatic,19.9,18,Budget,Medium,247000000.0
Honda City,Lahore,2022,41000,1500.0,Automatic,51.8,2,Premium,Low,61500000.0
